time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
840,2.5499999997239069,2.5499999993157889,2.5499999964603948,2.549999980195214,2.54999989293291,2.5499994577231506,2.54999745964242,2.5499890622825774,2.5499568659787188,2.5498444777076283,2.549487732775888,2.5484586630202184,2.5457613931982062,2.5393354698200086,2.5254091823700087,2.4979163069262791,2.4483768600485596,2.3666898746344636,2.2430412894987546,2.0706040310370311,1.8481227494330079
900,2.5499999987640676,2.5499999972257292,2.5499999874811481,2.5499999383050143,2.5499997039618401,2.5499986596035691,2.5499943470028716,2.5499779350587515,2.5499205687177273,2.5497367643945008,2.5491975925317667,2.5477504938098208,2.5441973982806889,2.5362140298024674,2.5197862464591361,2.4887869955779256,2.4350459390647767,2.3492480147047248,2.222744064765934,2.0499088946780901,1.8302398376447442
960,2.5499999953769117,2.5499999904613042,2.5499999618335556,2.5499998317949091,2.5499992732242007,2.5499970181113092,2.5499885337339685,2.5499589436927064,2.5498635938824434,2.5495802740815914,2.5488049353861855,2.5468519907343277,2.5423250141126399,2.5326650917697018,2.5136755349392779,2.4792430613304699,2.4215551958005079,2.3320561480901034,2.203137632346611,2.0301940558910165,1.813407754633704
1020,2.5499999850903703,2.5499999713842185,2.5499998970817694,2.5499995892684386,2.5499983829210229,2.5499939203965534,2.5499784606178681,2.549928556616385,2.5497789385276826,2.5493631283864437,2.5482932169399182,2.5457459744146833,2.5401355368626528,2.5287002084295698,2.5071158054017681,2.4693430705121764,2.4079574597824767,2.3151267211630167,2.1841760711045093,2.0113930898162433,1.7974901423481739
1080,2.5499999575209538,2.5499999234148003,2.5499997495605693,2.5499990854455215,2.5499966864972277,2.5499884779847095,2.5499620593733123,2.549882472016491,2.5496587497142973,2.5490730642316919,2.5476468160689616,2.5444180914034984,2.5376244147681577,2.5243341945250553,2.5001454879513849,2.4591413663203672,2.3943022036619781,2.2984797136399826,2.1658366640393378,1.9934237232429424,1.7824851607449876
1140,2.5499998910030675,2.5499998139042632,2.5499994412731839,2.5499981164834322,2.5499936675780108,2.5499794733529297,2.5499367137718925,2.5498156522969775,2.5494945006518392,2.5486977543488973,2.546851343543572,2.5428567960443722,2.5347905857666175,2.5195835670371567,2.4927994550472699,2.4486805173362063,2.3806181769430808,2.2821066333647773,2.1480640634333104,1.976237799530447,1.7683074794876632
1200,2.5499997442111417,2.549999583611843,2.5499988425451652,2.5499963709552791,2.5499885976486785,2.549965314058519,2.5498992410365293,2.5497223823361392,2.5492771578890467,2.5482250201873362,2.5458936694860563,2.5410528421910472,2.5316352675828941,2.5144652786146722,2.4851100968670758,2.4379999240106454,2.366937617042761,2.2660213909648408,2.1308568371519025,1.9597925754712309,1.7548369312012166
1260,2.5499994440797136,2.5499991322338498,2.5499977504122677,2.5499933975068592,2.5499804946058569,2.549943996079163,2.5498458912641473,2.5495963454625823,2.548997352459228,2.5476430568157178,2.5447621155085214,2.5389994495311679,2.5281624163746459,2.5089980857237562,2.4771097246343996,2.4271370240631294,2.3532897927579315,2.2502327579152537,2.1141919574765353,1.9440340714493796,1.741969504008166
1320,2.5499988695088862,2.5499982996694674,2.5499958630641881,2.5499885705653091,2.5499680845885204,2.5499130790192144,2.5497723671517347,2.549430720931559,2.5486455604436036,2.5469406387213409,2.5434465576718193,2.536692154929312,2.524378247096954,2.503201812271739,2.4688299157255318,2.4161275570129739,2.3397031674765607,2.2347495336018799,2.0980464720659926,1.9288915209811586,1.7297373542299885
1380,2.5499978306311091,2.5499968430310211,2.5499927510270428,2.5499810557019029,2.549949769195996,2.5498696742076428,2.5496738611648979,2.5492182926453308,2.5482122719123765,2.546107276872827,2.5419384375784055,2.5341285090841312,2.5202904052196611,2.4970955646096993,2.460297642366517,2.4049970807959213,2.3261886516313695,2.2195545124997338,2.0823713468339875,1.9143384969402719,1.7181333515373503
1440,2.549996043754029,2.5499944097392842,2.5499878260090849,2.5499697761223667,2.54992359916058,2.5498104438387124,2.5495451006010263,2.5489515430947938,2.5476880880966357,2.545133198947553,2.5402304442054366,2.531307316136906,2.5159068967765981,2.4906971930563042,2.4515374440062061,2.3937701180637649,2.3127627662127002,2.2046523479686155,2.0671684404111597,1.9003581799874922,1.7069966929692568
1500,2.5499931023455344,2.5499905072249707,2.5499803082313446,2.5499533810203934,2.5498872539363973,2.5497316079858097,2.5493803968495663,2.5486227448678891,2.5470638321315344,2.5440094560388378,2.5383166736762734,2.5282291101643741,2.5112374125604591,2.484026023530264,2.4425753977850215,2.3824734130198109,2.2994458672065301,2.1900524648179189,2.0524290168952204,1.8869027582897018,1.6962491320687949
1560,2.5499884447341694,2.5499844700530678,2.5499691934083382,2.5499302173961049,2.5498380296915171,2.5496289651284316,2.5491737136040298,2.5482240808181205,2.5463307085963653,2.5427280990865269,2.5361928087305556,2.5248963367416941,2.5062934742759362,2.4771028044887915,2.4334386071194216,2.371134840712299,2.2862596833150084,2.1757621022615643,2.0381326789393275,1.8739140307952407,1.6859248263640365
1620,2.5499813196914407,2.5499754257893317,2.5499532210739915,2.5498983074142121,2.549772837819229,2.5494979271911067,2.5489187499996713,2.547747772437563,2.5454804499929535,2.5412822862498716,2.5338560892814086,2.5213130034589453,2.5010873776715554,2.4699471608805945,2.4241497872812481,2.3597729478185219,2.2732094267837448,2.161763604262366,2.0242376396917221,1.8613715126586037,1.6760010368656828
1680,2.5499707513543344,2.5499622611199939,2.5499308457512386,2.5498553321641371,2.5496882124126503,2.549333560970517,2.5486090150339602,2.5471861598693675,2.5445053334434662,2.5396661216295233,2.5313048384713466,2.5174838310883323,2.4956312019336115,2.4625773972730296,2.4147300054962151,2.3484063686238437,2.260305647844381,2.1480566562264602,2.0107381783839267,1.8492494956777625,1.6664382961234032
1740,2.5499555046167632,2.5499435892003159,2.5499002112959799,2.5497986205850731,2.5495803228815075,2.5491306305637771,2.5482378960763556,2.5465317792309747,2.5433982457155038,2.5378747154649086,2.5285386026205909,2.5134146528770684,2.489937619791283,2.4550114174087492,2.4051981842929555,2.337048509627774,2.247548908772909,2.1346234242981517,1.9975952541131172,1.8375134452180211,1.6573267842302044
1800,2.5499340523515266,2.5499177195492582,2.5498591296478259,2.5497251449548948,2.5494449943127626,2.5488836463334668,2.547798728227828,2.5457774232008941,2.5421526749319732,2.5359040013824212,2.52555761698332,2.5091112462642018,2.4840177102035885,2.4472632061018809,2.3955665991149058,2.325704051328942,2.2349312571440194,2.1214426766478076,1.9847873074792832,1.826172766904347,1.6486169203308447
1860,2.5499045453995333,2.549882631129861,2.5498050634941558,2.5496315196447679,2.549277726032686,2.5485868982367044,2.547284820891222,2.5449161181215021,2.5407625818386421,2.5337504651295095,2.5223624496156942,2.5045791702134341,2.4778816576546618,2.439345609731923,2.3858474875245341,2.31438114335353,2.2224551430515471,2.1085147375637461,1.9723196532542615,1.8152144827519128,1.6402435657014225
1920,2.5498647850217413,2.5498359479884618,2.5497351114031108,2.549514001215599,2.5490737091396021,2.548234487553235,2.5466894948474881,2.5439411606658795,2.53922245581394,2.5314112985713684,2.5189544144226885,2.4998246500931174,2.4715402315838024,2.4312721539871363,2.3760541975460536,2.3030899653452424,2.2101264619601668,2.0958426243655492,1.9601907037890482,1.8046251946430369,1.6321067797683453
1980,2.5498121993609182,2.5497749192258414,2.5496459981911901,2.5493684952986109,2.5488278538813272,2.5478203752380519,2.546006149011363,2.5428462015982394,2.5375274234716598,2.5288845593161611,2.5153358346634609,2.4948550417874409,2.4650056475815108,2.4230587300556086,2.3662045301063204,2.2918487753337864,2.1979632908634668,2.0834424305829162,1.9484040664631088,1.7943592048112262,1.6241794434569448
2040,2.5497438263162593,2.5496964058446419,2.5495340735287098,2.5491905740713938,2.5485348317163901,2.5473384528289547,2.5452283652684313,2.5416253960849726,2.5356734686717735,2.5261694927847387,2.5115104676576077,2.4896792140012591,2.4582913864820459,2.41472158443645,2.3563144042199995,2.2806691721686527,2.1859678936028692,2.0712992264708658,1.9369184633181549,1.7843818024541394,1.6165258825091962
2100,2.5496563060422512,2.5495968777583711,2.5493953221324608,2.5489755069097382,2.5481891302239585,2.5467826180964357,2.5443499870255737,2.5402734400024594,2.5336573316896325,2.5232661187837668,2.5074825016665683,2.4843056162546344,2.4514091167956629,2.4062734059782835,2.3463945613368509,2.269556740291125,2.1741374346855724,2.0594000720379579,1.9257201095937158,1.7746949492496205,1.609090358541253
2160,2.5495458809895593,2.5494724177406258,2.5492253783409682,2.5487182885998023,2.5477850907256285,2.5461468066231907,2.543365115927323,2.5387854945031343,2.5314763368249049,2.5201749984879442,2.5032564432655189,2.4787427151157106,2.4443704112836135,2.3977272400056315,2.33645739495093,2.2585208984099854,2.1624764783606345,2.0477452463757295,1.9148064845748061,1.7652784122264262,1.601851602978982
2220,2.5494084003988662,2.5493187292295687,2.5490195428559375,2.5484136677820768,2.5473169471972654,2.5454250369981635,2.5422681615565814,2.5371572518564935,2.5291285134282551,2.5168974829247328,2.4988375724089025,2.4729996475068892,2.4371873115218792,2.3890961482928561,2.3265142574778608,2.2475680348212257,2.1509834283294147,2.0363226822452241,1.9041525466092928,1.7561092584738975,1.5948751480063406
2280,2.5492393337318306,2.5491311531552214,2.5487728088872101,2.5480561857692474,2.5467788770109148,2.5446114672092048,2.5410538895912831,2.5353849487559499,2.5266125228213463,2.5134354540213586,2.4942313185484415,2.4670849521339719,2.4298700773413886,2.3803897882699689,2.3165712489629842,2.2366977826535952,2.139649551916265,2.0251160834535127,1.8937442340414381,1.7471980022620874,1.5881026520227011
2340,2.5490337909162641,2.5489046906121704,2.5484798906870063,2.5476402100530517,2.546165031265319,2.543700403903622,2.5397173817191634,2.5334652424971864,2.5239274251543335,2.5097909999554875,2.489442971000233,2.4610066547854985,2.4224283377755724,2.3716177757665813,2.3066362728416796,2.2259150959997904,2.1284768500792755,2.014126948986009,1.8835833415926904,1.7385192258857012,1.5815251419649512
2400,2.5487865433697912,2.54863402533192,2.5481352492705178,2.5471599622507397,2.5454695610216538,2.5426863232183523,2.5382540556568158,2.5313952559760331,2.5210728089212138,2.5059667195459197,2.4844782331515627,2.4547730066898135,2.4148715761153143,2.3627887890312707,2.296714698486261,2.2152196769158881,2.1174580824634512,2.0033407426471745,1.8736486779068002,1.7300707635539214,1.5751441858193735
2460,2.5484920521717127,2.5483135534071151,2.5477331259452569,2.5466095553104631,2.5446866545051559,2.5415638995830863,2.5366596700111357,2.5291725303173997,2.5180486414361787,2.5019653946232392,2.4793426394158593,2.448391666866256,2.4072084235136129,2.3539110137181218,2.2868130682811554,2.2046159958420013,2.1065961576676457,1.9927602984386825,1.8639446779472606,1.7218395442694807,1.5689490506440282
2520,2.5481444993189215,2.5479374151197183,2.5472675749254856,2.5459830247733297,2.5438105625532876,2.5403280213972339,2.5349303339194895,2.526795052347151,2.5148553736262755,2.4977902756922408,2.4740421460860555,2.4418706450189474,2.3994476978552202,2.344992336147945,2.276936346520857,2.1941042248147959,2.095885182761021,1.9823730502940617,1.85445292959812,1.7138222632813669,1.5629287769370361
2580,2.5477378250694893,2.547499533058537,2.5467325031874042,2.5452743697541171,2.5428356378342092,2.5389738222955076,2.5330625178021209,2.5242612184717359,2.5114938047850637,2.493444760338809,2.4685825191741575,2.4352173673090629,2.3915974026861093,2.3360401794128376,2.2670906052226019,2.1836891744409579,2.0853299085930574,1.9721863278009917,1.8451859576053036,1.7060125126358918,1.5569903884240317
2640,2.5472657675669548,2.5469936514911478,2.546121708404014,2.5444775866763725,2.5417563606726472,2.5374966980726432,2.5310530719550624,2.5215698935877171,2.5079652737609166,2.488932890740736,2.4629704066546694,2.4284406375694405,2.3836677606202712,2.3270652941538299,2.257286203708345,2.1733798817666892,2.0749368609465351,1.9622009095416768,1.8361275169943694,1.6983687029617887,1.5512059093186441
2700,2.5467219128724889,2.5464133876424295,2.5454289342565266,2.5435867326022024,2.5405674170827837,2.5358924099805487,2.5288993672160722,2.5187205904457528,2.5042718355042464,2.4842593808940396,2.4572128693814785,2.4215490133807442,2.3756673951708889,2.3180744084102671,2.2475256469949745,2.1631721623742721,2.0646925162400702,1.9523912110253361,1.8272461948895875,1.690899346124856,1.5455900916800216
2760,2.5460997598251147,2.5457522963557508,2.5446479331729197,2.5425959798651014,2.5392637299875616,2.5341570608994606,2.5265991584424694,2.5157131281816634,2.5004155912358184,2.47942850149014,2.4513158154781167,2.414549104117381,2.3676024451242617,2.3090721117512985,2.2378113871493044,2.1530664985258996,2.054596691838301,1.9427612479060938,1.818559436203731,1.6836110069154677,1.5400411071443729
2820,2.545392758875991,2.545003905171531,2.5437724892199238,2.541499616395563,2.5378404264180388,2.5322870262119039,2.5241505005543585,2.512547610522418,2.4963989048109685,2.4744448529135243,2.445285800495979,2.4074489364861327,2.3594818462418434,2.300067742626664,2.2281527745528757,2.1430720438647364,2.0446586548170038,1.9333200929780625,1.810066532722312,1.6764721500806035,1.5345526409586776
2880,2.5445943540580496,2.5441617565896437,2.5427964626478938,2.5402920992768232,2.5362929160099723,2.5302790870731737,2.5215519815892535,2.5092248090687908,2.4922249599999624,2.4693140274275791,2.4391305284705989,2.4002577067799824,2.3513153364777839,2.2910702994899079,2.2185564976848799,2.1331914183466045,2.0348746590750446,1.9240531023100842,1.8017373789855993,1.669459919194157,1.5292013238855358
2940,2.5436980644521783,2.5432194907108876,2.5417138757622255,2.5389681443850063,2.5346169800998366,2.5281305023956842,2.5188027353193823,2.5057460287331867,2.4878973230496522,2.4640416323173913,2.4328570370432656,2.3929828511532696,2.3431093424329266,2.2820835690430039,2.2090221200717632,2.1234186760818661,2.0252324396156469,1.9149433055812695,1.7935628444932554,1.6625976112931058,1.5239409072750201
3000,2.5426975491279435,2.5421709057789212,2.5405189585434047,2.5375227414292261,2.5328087324613802,2.5258388826342806,2.5159021914535655,2.5021127111848567,2.4834194291504836,2.4586328136035895,2.4264716447548644,2.385631164686556,2.334870475597786,2.2731136010674029,2.1995552130577942,2.1137594942741571,2.0157392174068258,1.9060027644063622,1.7855584754744978,1.6558635792691043,1.5187086841937854
3060,2.5415866319792433,2.5410099793556835,2.5392061599229585,2.5359511533802892,2.5308646154939041,2.5234022126330942,2.512850191012113,2.498326758049878,2.4787952769031163,2.4530934923991774,2.4199817910391945,2.3782109707379107,2.3266070757301889,2.2641676232303816,2.1901604925017177,2.1042146093503704,2.006390521433425,1.8972192489425805,1.7776987418797408,1.6492411197956365,1.5135724522976881
3120,2.5403593640216497,2.5397309318844252,2.5377702159023787,2.5342489940480082,2.528781492208541,2.5208189562705696,2.5096470797878911,2.4943905412122001,2.474029202856288,2.4474296486365996,2.4133944958974642,2.370729467516334,2.3183254748539786,2.2552500087691634,2.1808394191143128,2.0947818368499043,1.9971796159672908,1.8885806353590393,1.7699701376874417,1.6427247208961417,1.5085767512496848
3180,2.5390100875172057,2.538328286931403,2.5362061970779166,2.5324122508257991,2.5265566268867272,2.5180879714353868,2.5062935292815678,2.4903066024287237,2.4691254433148639,2.4416467462564744,2.4067156548346356,2.363191848408694,2.3100287261197465,2.2463600223256099,2.1715857767465434,2.0854480262500958,1.9880860205495714,1.8800622087069647,1.7623564381948591,1.6363398116882335,1.5037342261125113
3240,2.5375334510259084,2.5367968794170617,2.5345094954472467,2.530437232538183,2.524187571485387,2.5152083058031609,2.5027902058169507,2.486077158212157,2.4640874553161889,2.4357489180879086,2.3999493058199941,2.3556012158196094,2.3017183160653336,2.2374973135154255,2.1623979310359807,2.0762119502723584,1.9791124974084782,1.8716774764701092,1.7548862683796393,1.6300901861979398,1.4989462212851989
3300,2.5359243639551936,2.5351318040025612,2.5326757559774404,2.5283204797376118,2.5216720645683317,2.5121791227086536,2.4991378109729521,2.4817044165723448,2.4589187628813645,2.429740670923739,2.3931005087716923,2.3479627214358576,2.2933990536519131,2.2286659793630959,2.1532790406016016,2.067076029601318,1.9702615891339192,1.8634281484949347,1.7475504252986611,1.6239505341283711,1.4942306419512879
3360,2.5341780069309112,2.5333284298878467,2.5307009070986126,2.5260588286997936,2.5190081546092955,2.5089999129959804,2.4953373992122332,2.4771909746042144,2.453623318615366,2.4236269526041299,2.3861746887985888,2.340281634991118,2.2850753893064426,2.2198691153878003,2.1442307099155671,2.058040837688444,1.9615332764179279,1.8553126066443453,1.7403454646466774,1.6179187468567826,1.4895381641730505
3420,2.5322899041452183,2.5313824733204786,2.5285812329561868,2.5236494803770806,2.5161942572145075,2.5056705236738361,2.4913903520237555,2.4725397096566311,2.4482053015013685,2.4174129041269103,2.3791775067884959,2.3325636750365826,2.2767527437888475,2.2111117521485895,2.1352578289819446,2.0491114622962954,1.9529325875709391,1.8473342382060389,1.7332677396420035,1.6119708983445111,1.4848818805402975
3480,2.5302559779803584,2.5292900515211953,2.5263134258488535,2.5210900525927005,2.5132292123209772,2.5021912318194617,2.487298488540977,2.4677539532148729,2.4426693759499836,2.4111041921528282,2.3721151645250207,2.3248150084907451,2.2684366275547081,2.2023981167775681,2.1263626903327357,2.0402874435461009,1.9444550512547893,1.8394827390474904,1.7263028868768338,1.6061087334364303,1.4802426693545283
3540,2.5280726162102876,2.5270477494136028,2.5238946510013465,2.5183786392659084,2.5101123292369532,2.4985627569137723,2.483064010645097,2.4628373139798327,2.4370203228888352,2.4047063900855612,2.3649935537633273,2.3170413714858595,2.2601322727455511,2.193732818614651,2.1175493769402656,2.0315724370579504,1.9361038106277051,1.8317610551489256,1.7194526201964402,1.6003155043047745,1.4756170515101736
3600,2.5257367078022837,2.5246526522621426,2.5213225700987119,2.5155138205569747,2.5068433835630626,2.4947862544766926,2.4786895211684215,2.4577937753618873,2.4312633008514486,2.3982254978857722,2.3578190764102893,2.3092490432267443,2.2518452158399973,2.1851198567299677,2.1088192257168119,2.0229635347650783,1.927869670473215,1.8241509831378091,1.712689053045874,1.5945800941886841,1.4710931245829826
3660,2.5232456839057531,2.5221023861956113,2.5185953800882142,2.5124946969799185,2.5034226381847038,2.4908633019629631,2.4741779248344224,2.4526274125181526,2.4254032062186592,2.3916666808759581,2.3505964171286218,2.3014413047641442,2.2435762800608821,2.1765564793332115,2.1001648563781328,2.0144479802641322,1.9197346846412568,1.8166331568078971,1.706006247471942,1.5889332394830897,1.4666565097175359
3720,2.5205974925162753,2.5193950821659636,2.5157117431853004,2.5093207570714542,2.499850613379349,2.4867955317081387,2.469531891276445,2.4473416859887114,2.4194438801161557,2.3850336299059558,2.3433285516029949,2.2936199443899872,2.2353258354487129,2.1680417881215899,2.0915847465977646,2.006024981678769,1.9117016489721415,1.8092193181174787,1.6994257228662568,1.5833712946346115,1.4622495684638053
3780,2.5177904618934175,2.5165292355441018,2.5126706383999347,2.5059917278285995,2.4961279649575125,2.48258460107371,2.4647540312408176,2.4419399949025071,2.413389251818268,2.3783304924861448,2.336019522597311,2.28578859021375,2.2270967849552754,2.1595776122164283,2.0830793082087191,1.9976934871634988,1.9037684449134888,1.8019049732529024,1.6929342707706478,1.5778802581432043,1.4579172194861871
3840,2.5148232867394631,2.5135037012200048,2.5094713845291512,2.5025076466364933,2.49225562502758,2.4782324102550821,2.4598471672930611,2.4364259132235047,2.4072433553021915,2.3715613655179282,2.3286730094652164,2.2779499715033125,2.2188903802432716,2.1511633305290516,2.0746460138252734,1.9894495486032593,1.8959303613757503,1.7946853850616977,1.6865312830597345,1.5724679473081444,1.4536127746016583
3900,2.5116950676485694,2.510317730314588,2.5061136671138007,2.4988688669214199,2.4882347679831991,2.4737410035987319,2.4548141447286795,2.4308028999180027,2.4010099741373532,2.36473000130102,2.3212923648490138,2.2701067366711389,2.2107084293501544,2.1428000686593718,2.0662858369593811,1.9812948101474559,1.8881906810098128,1.7875662640225456,1.6802213455255424,1.5671194517981046,1.449314683184076
3960,2.5084052916904751,2.5069709503492872,2.5025975188336882,2.4950760441706659,2.4840668164656754,2.4691126236085363,2.4496579796408189,2.425074605089752,2.3946931782307148,2.3578406299577068,2.3138817103640053,2.2622626612864707,2.202554194948497,2.134490502426388,2.0580008621581123,1.9732307234105908,1.880549728598421,1.7805446030571701,1.6739944570036749,1.5618256968975648,1.4450480694281771
4020,2.5049538695838396,2.5034634070277235,2.4989233751502491,2.491130214187868,2.479753548092015,2.4643498436798845,2.4443819976752632,2.4192449649716541,2.3882972833505232,2.350897644408446,2.3064451707521036,2.2544212541389332,2.1944302709549288,2.1262361105736138,2.0497913588023984,1.9652562308753763,1.873004722809084,1.7736157460884598,1.6678470671960768,1.5565881228727161,1.4407762983642582
4080,2.5013411833558283,2.4997956096623195,2.4950921120114895,2.4870328146140093,2.4752970879013199,2.4594555141955663,2.4389897154884537,2.413318008636423,2.3818265983351785,2.3439053538105172,2.2989867786074041,2.2465860610259361,2.1863396383236049,2.1180393970392171,2.0416595599326488,1.9573735015595028,1.8655580011518946,1.7667825227702827,1.661780102945446,1.5513927932507696,1.4364790778758698
4140,2.4975680853290489,2.4959685294407512,2.4911050428775594,2.4827856832247885,2.4706999162938108,2.4544327979316201,2.4334849345122702,2.4072980554683117,2.3752857808617391,2.336868543041823,2.291511234742114,2.2387615100765679,2.1782862799712626,2.1099036828935018,2.0336077476593761,1.9495830949687307,1.8582071110604435,1.7600367170846982,1.6557760830366641,1.5462256330300905,1.4322417611558051
4200,2.4936359323619328,2.4919836364406005,2.4869639636963834,2.4783911143902118,2.4659649357210607,2.4492852346355827,2.4278717690464489,2.4011896338135545,2.3686795134896306,2.3297916898873385,2.2840223527257382,2.23095018507773,2.1702708694127057,2.1018269364783828,2.0256303061278178,1.9418749151983259,1.850936838651474,1.7533596252828674,1.6498249395697018,1.5411130477938979,1.4280461599917347
