time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
1140,29.563134878574143,29.568748361568986,29.585611583964514,29.613793929791328,29.653411233573166,29.7046261706057,29.767649009715178,29.842738877033938,29.93020558820854,30.03041206085944,30.143777067330262,30.270777918040913,30.411952402529252,30.567899088678647,30.739275086169563,30.92679092648428,31.131204182473013,31.353317412069778,31.593992217619792,31.854198658673937,32.135126462279779
1200,29.762892609402794,29.768779179777333,29.786462472720167,29.816014302136747,29.85755434381424,29.911250014339217,29.977316150031807,30.056014376018339,30.147652057352342,30.252580919734175,30.371195580585635,30.503932596440666,30.651270920145016,30.813734818948646,30.991900287605763,31.186405887339031,31.397969447204083,31.627413798381372,31.875708354133593,32.144038945874762,32.433925909829583
1260,29.972215615242526,29.978375975015886,29.996879777989466,30.027796188443567,30.071240069813062,30.127371334921328,30.196394002583137,30.278554924391273,30.374142091960582,30.483482487290509,30.606939354859779,30.744908802863282,30.8978155800325,31.066107836121617,31.250250850876231,31.450720420141622,31.667998478561284,31.90257683569979,32.154979429933427,32.425818339409872,32.715903707765548
1320,30.190819472437386,30.197237712491582,30.216513116379371,30.248708613893129,30.2939281357786,30.352315151292288,30.424050629654825,30.509350535125069,30.608463123948113,30.721666690743813,30.849268796968161,30.991608556230862,31.149063919816818,31.322065955056132,31.511121716937442,31.716846503077996,31.9400056236125,32.181565944999271,32.442759382771911,32.725165173054449,33.030825731383445
1380,30.417904797510673,30.424552185473019,30.444512849089634,30.477843451765011,30.52463833643311,30.585029485230436,30.659186694715714,30.747318162485698,30.849671646508732,30.96653635503743,31.098245525097596,31.245179450449349,31.407768382967294,31.586494438996251,31.781891716656702,31.994544649901098,32.225086784340149,32.474205662228037,32.742664012971133,33.031351909754818,33.341387658454288
1440,30.652708863515905,30.659575994809753,30.680196012384194,30.714626006664126,30.76296103068811,30.825333878283502,30.901914669992344,30.992910165600847,31.098562707869036,31.219148808137049,31.354977402946925,31.506387934989064,31.673748460516499,31.857454059017087,32.05792608879203,32.275613495646326,32.51099883578523,32.76461391080452,33.037072777150343,33.329132832734189,33.641797700956353
1500,30.89512495300043,30.902207385133174,30.923472028057081,30.958971996686266,31.008795110589013,31.07306277060793,31.151928300227091,31.24557467397625,31.354211515782872,31.478071282896011,31.61740446332481,31.772473589676281,31.94354580228476,32.130883771246673,32.334735273767173,32.55532288748455,32.792837360755463,33.047440999451354,33.319290263491141,33.60858889373651,33.915684768122723
1560,31.144650506467705,31.151922404327021,31.173752102970127,31.21018250450436,31.261283670437997,31.327150627913468,31.40790032007898,31.503667821963333,31.614602112561411,31.740862021732426,31.882613307711754,32.04002824243036,32.213289377703688,32.402599271667384,32.6081978197655,32.830388469848046,33.069574245801157,33.326304433459171,33.601333554815426,33.895696669763524,34.210809949504551
1620,31.399992029744485,31.407407225786482,31.429662989952789,31.466790983393242,31.518843308139918,31.585891612916551,31.668026081094702,31.76535450158968,31.878001601820344,32.006108767040786,32.149834050218644,32.309352105685406,32.484853355412952,32.676541557881635,32.884629327839455,33.109332344164088,33.350865168565669,33.609444460601154,33.885308306630108,34.178762602353942,34.490266732641729
1680,31.659725393195469,31.667253991608028,31.689848225790811,31.727534579464578,31.780356528097755,31.848373513582466,31.931659516391655,32.030301289704155,32.144396421030933,32.274051581369974,32.419381515493143,32.58050957737666,32.757570813869926,32.95071874824599,33.160137124276829,33.386057957036684,33.628787424797487,33.888741530122772,34.166494344942372,34.462843437353037,34.778900240448223
1740,31.92303391630881,31.930653756764279,31.953519767906364,31.991652693749575,32.045086784561718,32.113869413165894,32.198060800530428,32.297734152037293,32.412976638340695,32.543891828355278,32.690604298231278,32.853267234727312,33.032073833692884,33.227273180565348,33.439191151572963,33.668256749395084,33.915034412225211,34.180263367133165,34.464906401226791,34.770212751173872,35.097802469072597
1800,32.189241924778855,32.196941860636549,32.220048596337257,32.258584511370415,32.312587597755538,32.38211257725019,32.467232647941756,32.568041998667866,32.684659188006606,32.81723140581191,32.96593941219934,33.131002699941561,33.312684169962715,33.511293555295389,33.727189246094355,33.96077921834884,34.212523585076255,34.482943565235843,34.772643970995347,35.082357824538548,35.413021372055724
1860,32.458496443988793,32.466295330245373,32.489701065896085,32.528742439510026,32.583467902437498,32.653946220662675,32.740267333824491,32.842543390251144,32.960909938294492,33.095527325491894,33.246582376877235,33.414290513964716,33.598898574975621,33.800688790838542,34.019984743497226,34.257160681512502,34.512656373997274,34.787000618254631,35.080847516400645,35.395030431599324,35.730638766546839
1920,32.7315446350662,32.739460181777048,32.763216657977594,32.802845025487791,32.858396943525989,32.92994480507712,33.0175817191043,33.121421320301209,33.241597159482708,33.378261267966117,33.531581191276146,33.701734531845645,33.888899895056078,34.093243389298593,34.314900778463866,34.553957156380093,34.810428508602747,35.084252127022921,35.375294620663162,35.683386218543461,36.008388504075299
1980,33.008703401542263,33.016734473601666,33.040835993202826,33.081033965358813,33.137370502916774,33.209901884799429,33.298695721082737,33.403827190136141,33.525374424614107,33.663413354170942,33.818012598440319,33.989229407711548,34.177108069568959,34.381682583843109,34.602985632223309,34.841065805733017,35.096014664948775,35.368004591756403,35.657337868523165,35.964507621103181,36.290273163389038
2040,33.289340380919633,33.297449855495252,33.321782390282969,33.362351459242667,33.419178458282452,33.492291230713789,33.5817222856897,33.687506994461017,33.809682131472847,33.948285199385545,34.103354995603368,34.274933880582068,34.46307219357999,34.667835289248117,34.889313795404696,35.127637944438284,35.382997227486442,35.655667117483056,35.946045231272507,36.254700169112837,36.582437332329825
2100,33.571972363654083,33.580121800933867,33.604572131600221,33.645330799803503,33.702409934685079,33.775825990582248,33.865599383472336,33.971754214146152,34.094318130442403,34.233322294051085,34.388801269140323,34.56079251040191,34.749335074613377,34.954467358119537,35.176224208557386,35.414634719466243,35.669723299440676,35.941517926625664,36.230070489685332,36.535494448355664,36.858024838346317
2160,33.855707982951543,33.863882672498661,33.888407717951367,33.9292873762911,33.986528221458542,34.060138342867667,34.150126235385891,34.256499406572999,34.379262773531593,34.518416992829579,34.673956970185756,34.84587095337185,35.034140828167608,35.23874451363821,35.45966165434217,35.696884078329774,35.95043266694897,36.220382361051755,36.506897083144096,36.810276608380903,37.131018254432533
2220,34.14006415226082,34.148247070412729,34.172794972297261,34.213706630505818,34.270979511722231,34.34460911908883,34.434588273725453,34.540906556550475,34.663550242034049,34.802503178583983,34.957749218617323,35.129276954008503,35.31708765339441,35.521207375936136,35.741704193858538,35.978711249715616,36.232456048040071,36.503296089837761,36.791761005339147,37.098602038254157,37.424850741910504
2280,34.424399359579681,34.432574953251766,34.457100430188632,34.497973443640902,34.555190385914301,34.628746916899985,34.718638863768369,34.824863572136792,34.947421712154309,35.086319379977859,35.241570104530396,35.413196127353196,35.601228190611735,35.805703209286094,36.026659786895877,36.264132626730117,36.518148391892247,36.788727133784803,37.075894543582891,37.379710413992711,37.700317691978476
2340,34.708536596011555,34.716710193290773,34.74123033878503,34.782096546378327,34.839307902265638,34.912862878905209,35.002759076427054,35.108992939006875,35.231559604184298,35.370453223102558,35.525668358410584,35.697203403979934,35.88506731542968,36.089291168973411,36.309946026291335,36.547168156789184,36.801191896819759,37.072389547369127,37.361317166103632,37.668765367469177,37.995815326704111
2400,34.99266464569989,35.000837454516301,35.025355146446259,35.066217078679557,35.123422469063058,35.19697090140658,35.286863188554086,35.393102667208375,35.515696914662755,35.654659706983729,35.810012793223066,35.981786804154098,36.170020465325969,36.374757413779946,36.596040500149748,36.833904562228675,37.088370176768798,37.359442461078615,37.64712007084718,37.951419544939419,38.272418907282052
2460,35.276850032728923,35.285028102007672,35.309562163881687,35.350453216352932,35.40770275644195,35.481312487284022,35.571283881822545,35.677617617700776,35.800312994412288,35.939367613158268,36.094777860203195,36.266541072354052,36.454660615453278,36.659155353815152,36.880074980206508,37.117522296903864,37.371682814279971,37.642861171633015,37.9315232649599,38.238342990574367,38.564253127111854
2520,35.561255872170662,35.569438280631601,35.593984901460409,35.63489542804561,35.692169452048432,35.765806683995372,35.855807412826152,35.962173286579912,36.084908438120038,36.224020854151391,36.379523707062688,36.55143618755865,36.739783284515738,36.94459408607873,37.16589865054749,37.403724361985184,37.658093851339217,37.929027737010657,38.216556203436454,38.520743336076777,38.841727052575635
2580,35.845812582370442,35.854000069972841,35.878562096656353,35.919498767092499,35.976810000876178,36.050495076010392,36.140551872699611,36.246975669909574,36.36975729376914,36.50888036199607,36.664317349462195,36.836024256396783,37.023933852695095,37.227947853352227,37.447928961771844,37.683694467585667,37.935013835157875,38.201613266956343,38.483190288332288,38.779440883737159,39.090101311495609
2640,36.130492383922764,36.138676204007098,36.163225097642254,36.20413252231014,36.261386488337742,36.334967939971008,36.424848583749878,36.530988335486995,36.653332757486972,36.791811141750493,36.946336305408408,37.116807605345969,37.303119054340115,37.50517452199977,37.7229116106964,37.956334813045494,38.205557068566449,38.470847269884793,38.752680253967966,39.051786101979403,39.369197159785237
2700,36.414545815632046,36.422695372750354,36.447139303855685,36.487864865643928,36.544850867342817,36.618067897309416,36.707478956999687,36.813040728751091,36.934705666278667,37.07242494978415,37.226152143700169,37.395847131396366,37.581479702345923,37.783032149859295,38.00050054220263,38.233895035421199,38.483240632150192,38.748580925628133,39.029988244042052,39.32758380360778,39.641570656996365
2760,36.697248561561572,36.705359719270952,36.729689317853875,36.770227256376373,36.826956858115871,36.899855040279746,36.988892437037379,37.094033308739093,37.215234989351949,37.352446512207194,37.505605981344729,37.674636236926474,37.859438497652974,38.059884017031976,38.275804400460785,38.50698208663497,38.753143417110955,39.013957476596886,39.289044133886421,39.577994256090086,39.880404464866757
2820,36.978772924572205,36.98684953179167,37.011074441615847,37.051434111457333,37.107905048142314,37.180452362390596,37.269027679326193,37.373566375672539,37.493984205581775,37.630173505450074,37.781999412286055,37.949296807996078,38.131869013656811,38.329489498480321,38.541907913975166,38.768861573617386,39.010093006996954,39.265373594231903,39.53453271089198,39.817491714468197,40.114303051394444
2880,37.25873755777851,37.266752650727462,37.290789844320543,37.33082607305839,37.386822047734483,37.458721091568002,37.546447776810524,37.649906651442791,37.76898150980491,37.903535818391305,38.053415147588225,38.218452641981365,38.398478684548877,38.593335837966826,38.80289977527552,39.027106246510797,39.265983231720824,39.519686611241966,39.788537310752446,40.073058375315824,40.374011580163611
2940,37.536051334712383,37.543977615887435,37.567747396681852,37.607335016635822,37.662698036746129,37.733777810962437,37.820500435103597,37.922778098271309,38.040510733752271,38.173587590555044,38.321888035329039,38.485280532604676,38.663618554072507,38.856732308153227,39.064415843505017,39.286410364474847,39.522386291175884,39.771928316907903,40.034528819220554,40.309594908529505,40.596473296944907
3000,37.810314768368265,37.818155391800573,37.841668502462724,37.880829099154944,37.935595004304808,38.005906003795843,38.091682513284468,38.192823698844229,38.309205103449237,38.440676009253195,38.587057112764803,38.748139467060675,38.923686037983558,39.113437451014349,39.317123389667536,39.534480588296297,39.765277418594124,40.009344011401865,40.266606032101365,40.537120202958647,40.821111010649098
3060,38.081520475130134,38.08926360158285,38.112482187786441,38.151145114640983,38.205200061523279,38.274572903121324,38.359167051762057,38.458862893278337,38.573517498097061,38.702964736548935,38.847015911357104,39.005460927976898,39.178069979156135,39.364595734589408,39.564776139315867,39.778338211393624,40.005003601340107,40.24449711823577,40.496559790585309,40.760968302318702,41.037562850119635
3120,38.349034104228942,38.356662046276355,38.379534046181988,38.4176159416239,38.470850591156442,38.539157641617564,38.622433415401495,38.720551192107173,38.833362386150185,38.960699376625122,39.102381141988097,39.258223183759426,39.428053444145903,39.611735789047849,39.809201953813009,40.020491610484498,40.24579857120618,40.485519607533575,40.740301584997475,41.011083174354653,41.299128887299652
3180,38.61246620778342,38.619976121589026,38.642495210773369,38.679993248564053,38.732421124962414,38.799712878214407,38.881788782530386,38.978559601808151,39.089931994784976,39.215814762873343,39.356125272628873,39.510794938226525,39.67977232995365,39.863022456396735,40.060521265221958,40.272245529052597,40.498159902032782,40.73820468067359,40.992289090468887,41.260295050864613,41.542094931302145
3240,38.872351990579013,38.879779402648452,38.902054736929578,38.939158847330155,38.991060495830595,39.057717226969459,39.139076368137907,39.235075945659368,39.345645316188303,39.470705348226474,39.610168132814465,39.763936393852667,39.931903033006535,40.113951512554351,40.309957978947878,40.519796118808415,40.743345656797359,40.980505199535685,41.231209818310234,41.495453447308769,41.773316194299817
3300,39.129997545346718,39.13736960955535,39.159479495093734,39.196309578394853,39.247830352480008,39.314000208807457,39.394765143041099,39.490058404812842,39.599800166068682,39.723897324288799,39.862243655192117,40.014720607125867,40.181199124285627,40.36154295923231,40.555613962969012,40.763279840153174,40.984424794580463,41.218963415016397,41.466858062163524,41.728140012144266,42.00293483773995
3360,39.385785009824815,39.393100063430865,39.415038282056443,39.451580103229681,39.502692714721917,39.568329734023543,39.6484307650327,39.742920794503291,39.851709357920491,39.974689309926042,40.111734968682647,40.262699319943827,40.427409979534929,40.605663773027253,40.797220147966584,41.001794230570475,41.219051030221536,41.448602944851025,41.690013048098393,41.942806546017088,42.206492697284773
3420,39.639508681584502,39.646757009634115,39.668493556533491,39.70469409161435,39.755317444848906,39.820304305121752,39.899575549350082,39.993030159360643,40.100542914206898,40.221962194353672,40.3571085003245,40.505774529581821,40.667727876052254,40.842717482733207,41.030484771711393,41.230779897663595,41.44338281409604,41.66812806602946,41.904931685598825,42.153818693390633,42.414950727734002
3480,39.890586478276227,39.897743676756903,39.919204517039432,39.954937902849892,40.004891596414645,40.068991661892071,40.147141817448741,40.239222761593666,40.345091508686885,40.464580625809944,40.597497138571114,40.743620679474724,40.902700358034956,41.074449906390356,41.258540981427117,41.45459517157655,41.662176099981565,41.880783899798786,42.109854926207291,42.348769710466598,42.596872157528793
3540,40.138182450658455,40.145228134683649,40.166352738148404,40.201519973564288,40.250668621645687,40.313711398199985,40.390533375221906,40.480990000937901,40.584904890043966,40.702067676292749,40.832232479113515,40.975117749728255,41.130408474293674,41.297761781506125,41.476816814301195,41.667209299595712,41.868590552811632,42.080649963026275,42.303139544481823,42.535899328027938,42.778883462609393
3600,40.381562087014196,40.388471180538204,40.409183658923823,40.443656257331853,40.491816532767928,40.553562498337179,40.628762434076634,40.717255224977464,40.818851770654092,40.933338159415449,41.060481541560151,41.20003974712472,41.351775707569772,41.515477497733059,41.690984228419516,41.878217146125451,42.077214237923997,42.288165769102655,42.511447875313657,42.747651949121355,42.997608775503679
3660,40.619933502101368,40.626693537156626,40.646959672576784,40.680691559620364,40.727823095123192,40.788264234955733,40.861903711316792,40.948612712486835,41.048249475908094,41.160664473079251,41.285705574624714,41.423222206287619,41.573067264998869,41.735095581705139,41.90915815356027,42.095092317086262,42.292709350139049,42.501782412142624,42.722038785428531,42.953160594418833,43.194797418247944
3720,40.853606770101109,40.860246821489078,40.880155976829684,40.913302607608522,40.959634513497456,41.019079586687198,41.091546576300836,41.176925818344245,41.275089855876374,41.385893942608568,41.509176618839575,41.644760739679199,41.792455559883848,41.952060629228058,42.123372240679146,42.306192993011706,42.500344650233615,42.705684061544723,42.922121564778251,43.149641255416086,43.388322993655812
3780,41.08361311604947,41.090153140774383,41.109762656451295,41.142411208046028,41.188048159162626,41.246602904048274,41.317985260495831,41.402086143885761,41.498778697160461,41.607920082054576,41.729354226995653,41.862915847467974,42.008436069985706,42.165749945058451,42.334706012287874,42.515177926162572,42.707077960628219,42.910372093608743,43.12509637781821,43.351374525229517,43.589437003634501
3840,41.310276828370164,41.316720609096336,41.336041896983701,41.368211812596201,41.413182610657223,41.470888272584752,41.541245374744776,41.62415422342859,41.719500217960913,41.827155293726733,41.946979218580573,42.078820392724445,42.222515761495558,42.37788952641931,42.544750585054821,42.722889095193217,42.912073139279556,43.112047070065344,43.322533524333963,43.54324117271252,43.773880217861119
3900,41.533813356002618,41.540169105187005,41.55922670751896,41.590958358888557,41.635317633988919,41.692239309352765,41.761639054928011,41.843412941680768,41.937436754225843,42.043565115762327,42.16163053740474,42.291442582379119,42.43278745531461,42.585428435346643,42.749107631683167,42.923549576086685,43.108467109051439,43.303569945088306,43.508576214867603,43.723227331540031,43.947306969060271
3960,41.754351554088153,41.760614998094184,41.77939453243323,41.810658792544757,41.854355150249546,41.910409201941228,41.978724126873146,42.059179994742806,42.151633174495416,42.2559160248247,42.37183714859389,42.49918253046669,42.637717924591414,42.787192859268238,42.947346549915011,43.117915907786852,43.298645657172841,43.489300450078204,43.689678830658309,43.899629104206824,44.119067693715031
4020,41.971504711410461,41.977660764288274,41.996116894614374,42.026838087026931,42.069765832594449,42.124817926983951,42.191888252034296,42.270846566666265,42.361538332934359,42.463784517661026,42.577381278015771,42.702099344008481,42.83768289029544,42.983847752460676,43.140279018078083,43.306628375748019,43.48251201811388,43.667510350194796,43.861171075470764,44.06301739721134,44.272563312951817
4080,42.184790367038111,42.190826854484058,42.208923126839068,42.239040587147265,42.281114492945214,42.335053312796404,42.400737812864328,42.478019858194145,42.566720958520925,42.66663057944897,42.777504329971919,42.899062170950224,43.030986877816893,43.172923082536869,43.324477284146681,43.485219308203369,43.654685708437377,43.832385637326126,44.01780972114085,44.210442615361281,44.409780459105235
4140,42.393699334465921,42.399596897881722,42.417274252222072,42.446686297952517,42.487757347445282,42.540380415610613,42.604416427447923,42.679693594896477,42.766007416335555,42.863121928365679,42.970773141026086,43.088675771027852,43.216534481651074,43.354060658349944,43.500995180591012,43.657136742997864,43.822374107581396,43.996719633310526,44.180340910235074,44.373587755788265,44.577013080230813
4200,42.597446862002499,42.603185137746351,42.620384138776842,42.648997649844524,42.688949419554241,42.740134431849867,42.802420893083649,42.875653034915288,42.95965475892033,43.054233908727653,43.159186719177967,43.274301650008312,43.399361587214834,43.534143374377827,43.678413944592172,43.831923061352001,43.99439370592637,44.165512302967628,44.344921876427293,44.532221555671725,44.726975582915607
4260,42.795862201030914,42.801454417687005,42.818217177394743,42.846109972312306,42.885065765023768,42.934991643782432,42.99576966679313,43.067257857241643,43.149291404497475,43.24168421164417,43.344231145854039,43.456711517268147,43.578894481320994,43.71054709595154,43.851445579223721,44.001389919948565,44.160221395859139,44.32784198092682,44.5042342655547,44.689480652346319,44.883781344119392
4320,42.989568187764014,42.995029021539686,43.011398417145998,43.03863821927591,43.076685426418685,43.125453152078506,43.184832151157146,43.254693092962576,43.334889856409077,43.425264158051448,43.525651917129984,43.635891753882511,43.755835974405976,43.885364236998399,44.024399804831226,44.172927917046515,44.331015404099759,44.498830399254132,44.676660994243775,44.864932064865926,45.064220036372106
4380,43.179004903089869,43.184350817447651,43.200377866701672,43.227055302811486,43.264333085943107,43.312143664113847,43.370404378476586,43.439020281926872,43.517886957111237,43.606892574264052,43.70591807118543,43.814833964332379,43.933492148303401,44.06171128491151,44.199255188753128,44.345805050360291,44.500928153701167,44.664047548753111,44.834418292189625,45.011115873925817,45.193041543284885
4440,43.365062814589614,43.370323007173567,43.386094090427008,43.412348384454475,43.449039202198151,43.496099847405247,43.553441932003444,43.620952814300118,43.698492065445436,43.785887025562509,43.882927825529805,43.989362569187648,44.104893700549539,44.229176776732231,44.361822792926517,44.502404860921189,44.650469371917644,44.805551027393733,44.967190486340854,45.134953270105598,45.308449394955908
4500,43.548099620246361,43.553256954163899,43.568715991458042,43.594438501615436,43.630359885086989,43.67638795508357,43.73240148423271,43.798248797657635,43.873746858608143,43.958681407523656,44.052808910254925,44.155861141623276,44.267553230469076,44.387595803970441,44.515711432234838,44.651654961356499,44.795236566332015,44.946345738531697,45.104974165656543,45.271235865928553,45.445383965061517
4560,43.726956124344682,43.731974845694623,43.747016396251723,43.772037953664118,43.806968538952397,43.851709718988801,43.906136819334293,43.970100811237039,44.043431038343101,44.125938829329989,44.21742195569697,44.317669703319623,44.42646818797283,44.543605464697883,44.668876010129182,44.802084372221628,44.943048118885251,45.091600678542875,45.247595119699312,45.41091027403283,45.581460782379843
4620,43.900959815240036,43.905840437214287,43.920469018592129,43.944806804318311,43.978789915179512,44.022330431105175,44.075317967096709,44.137621813245971,44.209093795286385,44.289572063100707,44.37888615687779,44.476863771569498,44.583339693823262,44.698167315888789,44.821232886925628,44.952472269718399,45.091889464038758,45.239575728716204,45.395727953183851,45.560665182697335,45.73484287393434
4680,44.070536905975231,44.075299023830887,44.089574250751731,44.113330400916361,44.146514935992982,44.189056632212697,44.240867930361709,44.301847915300428,44.37188579389894,44.450864561428148,44.538664383094371,44.635165007293317,44.740246423337453,44.853787039865921,44.975658975082325,45.105720667512294,45.243807831792473,45.389724651180686,45.543237738563448,45.704075580551205,45.871935879502239
4740,44.236555434664723,44.241227946153515,44.255236556288224,44.278555476928702,44.31114216374106,44.35293790044301,44.403868518190187,44.463845189072551,44.532765305263439,44.610513536065156,44.696963330149089,44.791979280677708,44.895420914556787,45.007148506517773,45.127031386953938,45.25495891418592,45.390853827577274,45.534687249091689,45.686494305853387,45.846389414506874,46.014580819856668
